name,nationalities,date_of_listing,source
Reza-Gholi Esmaeili,Iran,2023-10-18,Cannada
Mohammad Reza Zahedi,Iran,2023-10-18,Cannada
Gholam Ali Rashid,Iran,2024-04-24,Cannada
Mohammad Reza Ashtiani,Iran,2024-04-24,Cannada
Hossein Hatef Ardakani,Iran,2025-03-06,Cannada
Mehdi Gogerdchian,Iran,2025-03-06,Cannada
Hossein Pourfarzaneh,Iran,2025-03-06,Cannada
Esmail Khatib,Iran,2022-10-03,Cannada
Hassan Rouhani,Iran,2022-10-03,Cannada
Mahmoud Alavi,Iran,2022-10-03,Cannada
Hossein Ashtari,Iran,2022-10-03,Cannada
Issa Zarepour,Iran,2022-10-03,Cannada
Seyyed Mohammed Saleh Hashemi Golpayegani,Iran,2022-10-03,Cannada
Sadeq Ardeshir Larijani,Iran,2022-10-03,Cannada
Mohammad Rostami Cheshmeh Gachi,Iran,2022-10-03,Cannada
Haj Ahmad Mirzaei,Iran,2022-10-03,Cannada
Gholam-Hossein Mohsei-Eje’i,Iran,2022-10-03,Cannada
Saeed Mortazavi,Iran,2022-10-11,Cannada
Abdolreza Rahmani Fazli,Iran,2022-10-11,Cannada
Salar Abnoush,Iran,2022-10-11,Cannada
Qasem Rezaei,Iran,2022-10-11,Cannada
Manouchehr Amanollahi,Iran,2022-10-11,Cannada
Kiyumars Heidari,Iran,2022-10-11,Cannada
Gholamreza Ziaei,Iran,2022-10-11,Cannada
Ali Rezvani,Iran,2022-10-11,Cannada
Seyyed Ahmad Khatami,Iran,2022-10-11,Cannada
Leila Vaseghi,Iran,2022-10-11,Cannada
Peyman Jebelli,Iran,2022-10-11,Cannada
Ali Larijani,Iran,2022-10-11,Cannada
Mohammad Javad Zarif,Iran,2022-10-11,Cannada
Mohammad Bagher Zolghadr,Iran,2022-10-11,Cannada
Mohammad Karami,Iran,2022-10-19,Cannada
Soghra Khodadadi Taghanaki,Iran,2022-10-19,Cannada
Ezzatollah Zarghami,Iran,2022-10-19,Cannada
Seyyed Majid Mirahmadi,Iran,2022-10-19,Cannada
Abbas-Ali Kadkhodaei,Iran,2022-10-19,Cannada
Seyed Morteza Mousavi,Iran,2022-10-28,Cannada
Asadollah Jafari,Iran,2022-10-28,Cannada
Ahmad Fazelian,Iran,2022-10-28,Cannada
Hossein Rahimi,Iran,2022-10-28,Cannada
Ali Azadi,Iran,2022-11-10,Cannada
Abbas Abdi,Iran,2022-11-10,Cannada
Seyyed Ali Safari,Iran,2022-11-10,Cannada
Ali Ghanaatkar Mavardiani,Iran,2022-11-29,Cannada
Mohammad Javad Azari Jahromi,Iran,2022-11-29,Cannada
Morteza Talaei,Iran,2022-11-29,Cannada
Hassan Karami,Iran,2022-11-29,Cannada
Habibollah Jan Nesari,Iran,2022-12-07,Cannada
Abdolkarim Geravand,Iran,2022-12-07,Cannada
Mohammad Mahmoudabadi,Iran,2022-12-07,Cannada
Ghorbanali Dorri-Najafabadi,Iran,2022-12-07,Cannada
Ahmad Alam Al-Hoda,Iran,2022-12-07,Cannada
Iman Afshari,Iran,2022-12-07,Cannada
Abolghasem Salavati,Iran,2022-12-07,Cannada
Mohammad Reza Amoozad,Iran,2022-12-07,Cannada
Mohammad Jafar Montazeri,Iran,2022-12-07,Cannada
Hassan Askari,Iran,2022-12-07,Cannada
Mohammad-Taghi Osanloo,Iran,2022-12-07,Cannada
Alireza Moradi,Iran,2022-12-07,Cannada
Ali Akbar Javidan,Iran,2022-12-07,Cannada
Ebrahim Kouchakzaei,Iran,2022-12-07,Cannada
Seyyed Heshmatollah Hayat al-Ghaib,Iran,2022-12-07,Cannada
Allah Karam Azizi,Iran,2022-12-07,Cannada
Seyed Vahid Haghanian,Iran,2022-12-07,Cannada
Seyed Ali Asghar Mir Hejazi,Iran,2022-12-07,Cannada
Ameneh Sadat Zabihpour Ahmadi,Iran,2022-12-07,Cannada
Mohsen Bormahani,Iran,2022-12-07,Cannada
Ahmad Noroozi,Iran,2022-12-07,Cannada
Yousef Pouranvari,Iran,2022-12-07,Cannada
Vahid Yaminpour,Iran,2023-01-06,Cannada
Mohsen Ghomi,Iran,2023-01-06,Cannada
Esmaeil Zarei Kousha,Iran,2023-02-23,Cannada
Morteza Mir Aghaei,Iran,2023-02-23,Cannada
Hossein Rajabpour,Iran,2023-02-23,Cannada
Seyed Sadegh Hosseini,Iran,2023-02-23,Cannada
Mohammad Towhidi,Iran,2023-02-23,Cannada
Habib Shahsavari,Iran,2023-02-23,Cannada
Rahim Jahanbakhsh,Iran,2023-02-23,Cannada
Mohammad Nazar Azimi,Iran,2023-02-23,Cannada
Bahman Reyhani,Iran,2023-02-23,Cannada
Hedayatollah Farzadi,Iran,2023-02-23,Cannada
Murad Fathi,Iran,2023-02-23,Cannada
Seyed Saied Reza Ameli Renani,Iran,2023-02-23,Cannada
Hassan Hassanzadeh,Iran,2023-03-23,Cannada
Gholamhossein Mohammadi Asl,Iran,2023-03-23,Cannada
Abbas-Ali Mohammadian,Iran,2023-03-23,Cannada
Abbas Nilforushan,Iran,2023-03-23,Cannada
Hossein Modarres Khiababni,Iran,2023-03-23,Cannada
Enayatollah Rafiei,Iran,2023-04-28,Cannada
Fatemeh Ghorban-Hosseini,Iran,2023-04-28,Cannada
Parastou Safari,Iran,2023-04-28,Cannada
Ali Khoshnamvand,Iran,2023-04-28,Cannada
Parviz Absalan,Iran,2023-04-28,Cannada
Morteza Barati,Iran,2023-06-16,Cannada
Hadi Mansouri,Iran,2023-06-16,Cannada
Musa Asif Al Hosseini,Iran,2023-06-16,Cannada
Seyed Mahmoud Sadati,Iran,2023-06-16,Cannada
Mehrdad Tahamtan,Iran,2023-06-16,Cannada
Mohammad Moghiseh,Iran,2023-06-16,Cannada
Heidar Asiyabi,Iran,2023-06-16,Cannada
Fatemeh Haghshenas,Iran,2023-08-04,Cannada
Masoumeh Teymouri,Iran,2023-08-04,Cannada
Abdol Hosein Khosrow Panah,Iran,2023-09-14,Cannada
Hasan Rahimpour Azghadi,Iran,2023-09-14,Cannada
Ensieh Khazali,Iran,2023-09-14,Cannada
Esmaili Mohammad Mehdi,Iran,2023-09-14,Cannada
Masroor Mohammad,Iran,2023-09-14,Cannada
Zonnouri Mojtaba,Iran,2023-09-14,Cannada
Masoud Dorosti,Iran,2024-03-07,Cannada
Zohreh Elahian,Iran,2024-03-07,Cannada
Mohammad Mokhber,Iran,2024-09-17,Cannada
Gholam Hossein Esmaili,Iran,2024-09-17,Cannada
Seyyed Masoud Mirkazemi,Iran,2024-09-17,Cannada
Siamak Rahpeik,Iran,2024-09-17,Cannada
Ahmad-Reza Radan,Iran,2024-09-17,Cannada
Nicolás MADURO MOROS,Justice for Victims of Corrupt Foreign Officials Regulations (JVCFOR),2017-11-03,Cannada
Tareck Zaidan EL AISSAMI MADDAH,Justice for Victims of Corrupt Foreign Officials Regulations (JVCFOR),2017-11-03,Cannada
Gustavo Enrique GONZÁLEZ LÓPEZ,Justice for Victims of Corrupt Foreign Officials Regulations (JVCFOR),2017-11-03,Cannada
Adán Coromoto CHÁVEZ FRÍAS,Justice for Victims of Corrupt Foreign Officials Regulations (JVCFOR),2017-11-03,Cannada
Luis Ramón REYES REYES,Justice for Victims of Corrupt Foreign Officials Regulations (JVCFOR),2017-11-03,Cannada
Rocco ALBISINNI SERRANO,Justice for Victims of Corrupt Foreign Officials Regulations (JVCFOR),2017-11-03,Cannada
Alejandro Antonio FLEMING CABRERA,Justice for Victims of Corrupt Foreign Officials Regulations (JVCFOR),2017-11-03,Cannada
Rafael Darío RAMÍREZ CARREÑO,Justice for Victims of Corrupt Foreign Officials Regulations (JVCFOR),2017-11-03,Cannada
Carlos Alberto OSORIO ZAMBRANO,Justice for Victims of Corrupt Foreign Officials Regulations (JVCFOR),2017-11-03,Cannada
Luis Alfredo MOTTA DOMÍNGUEZ,Justice for Victims of Corrupt Foreign Officials Regulations (JVCFOR),2017-11-03,Cannada
José Vicente RANGEL ÁVALOS,Justice for Victims of Corrupt Foreign Officials Regulations (JVCFOR),2017-11-03,Cannada
Eulogio Antonio DEL PINO DÍAZ,Justice for Victims of Corrupt Foreign Officials Regulations (JVCFOR),2017-11-03,Cannada
Nelson José MERENTES DÍAZ,Justice for Victims of Corrupt Foreign Officials Regulations (JVCFOR),2017-11-03,Cannada
José David CABELLO RONDÓN,Justice for Victims of Corrupt Foreign Officials Regulations (JVCFOR),2017-11-03,Cannada
Rodolfo Clemente MARCO TORRES,Justice for Victims of Corrupt Foreign Officials Regulations (JVCFOR),2017-11-03,Cannada
José Gregorio VIELMA MORA,Justice for Victims of Corrupt Foreign Officials Regulations (JVCFOR),2017-11-03,Cannada
Francisco José RANGEL GÓMEZ,Justice for Victims of Corrupt Foreign Officials Regulations (JVCFOR),2017-11-03,Cannada
Ricardo Antonio MOLINA PEÑALOZA,Justice for Victims of Corrupt Foreign Officials Regulations (JVCFOR),2017-11-03,Cannada
Argenis de Jesús CHÁVEZ FRÍAS,Justice for Victims of Corrupt Foreign Officials Regulations (JVCFOR),2017-11-03,Cannada
Aleksey Vasilyevich ANICHIN,Justice for Victims of Corrupt Foreign Officials Regulations (JVCFOR),2017-11-03,Cannada
Alexander Ivanovich BASTRYKIN,Justice for Victims of Corrupt Foreign Officials Regulations (JVCFOR),2017-11-03,Cannada
Aleksey DROGANOV,Justice for Victims of Corrupt Foreign Officials Regulations (JVCFOR),2017-11-03,Cannada
Alexandra Viktorovna GAUS,Justice for Victims of Corrupt Foreign Officials Regulations (JVCFOR),2017-11-03,Cannada
Stanislav Evgenievich GORDIEVSKY,Justice for Victims of Corrupt Foreign Officials Regulations (JVCFOR),2017-11-03,Cannada
Victor Yakovlevich GRIN,Justice for Victims of Corrupt Foreign Officials Regulations (JVCFOR),2017-11-03,Cannada
Pavel KARPOV,Justice for Victims of Corrupt Foreign Officials Regulations (JVCFOR),2017-11-03,Cannada
Yelena KHIMINA,Justice for Victims of Corrupt Foreign Officials Regulations (JVCFOR),2017-11-03,Cannada
Vyacheslav Georgievich KHLEBNIKOV,Justice for Victims of Corrupt Foreign Officials Regulations (JVCFOR),2017-11-03,Cannada
Dmitry Vladislavovich KLYUEV,Justice for Victims of Corrupt Foreign Officials Regulations (JVCFOR),2017-11-03,Cannada
Dmitriy KOMNOV,Justice for Victims of Corrupt Foreign Officials Regulations (JVCFOR),2017-11-03,Cannada
Dmitry Borisovich KRATOV,Justice for Victims of Corrupt Foreign Officials Regulations (JVCFOR),2017-11-03,Cannada
Andrei Alexandrovich KRECHETOV,Justice for Victims of Corrupt Foreign Officials Regulations (JVCFOR),2017-11-03,Cannada
Aleksey KRIVORUCHKO,Justice for Victims of Corrupt Foreign Officials Regulations (JVCFOR),2017-11-03,Cannada
Artem KUZNETSOV,Justice for Victims of Corrupt Foreign Officials Regulations (JVCFOR),2017-11-03,Cannada
Larisa Anatolievna LITVINOVA,Justice for Victims of Corrupt Foreign Officials Regulations (JVCFOR),2017-11-03,Cannada
Oleg LOGUNOV,Justice for Victims of Corrupt Foreign Officials Regulations (JVCFOR),2017-11-03,Cannada
Viktor Aleksandrovich MARKELOV,Justice for Victims of Corrupt Foreign Officials Regulations (JVCFOR),2017-11-03,Cannada
Andrey PECHEGIN,Justice for Victims of Corrupt Foreign Officials Regulations (JVCFOR),2017-11-03,Cannada
Gennady Nikolaevich PLAKSIN,Justice for Victims of Corrupt Foreign Officials Regulations (JVCFOR),2017-11-03,Cannada
Sergei PODOPRIGOROV,Justice for Victims of Corrupt Foreign Officials Regulations (JVCFOR),2017-11-03,Cannada
Ivan Pavlovitch PROKOPENKO,Justice for Victims of Corrupt Foreign Officials Regulations (JVCFOR),2017-11-03,Cannada
Oleg SILCHENKO,Justice for Victims of Corrupt Foreign Officials Regulations (JVCFOR),2017-11-03,Cannada
Yelena STASHINA,Justice for Victims of Corrupt Foreign Officials Regulations (JVCFOR),2017-11-03,Cannada
Olga STEPANOVA,Justice for Victims of Corrupt Foreign Officials Regulations (JVCFOR),2017-11-03,Cannada
Vladlen Yurievich STEPANOV,Justice for Victims of Corrupt Foreign Officials Regulations (JVCFOR),2017-11-03,Cannada
Fikret TAGIYEV,Justice for Victims of Corrupt Foreign Officials Regulations (JVCFOR),2017-11-03,Cannada
Dmitri TOLCHINSKIY,Justice for Victims of Corrupt Foreign Officials Regulations (JVCFOR),2017-11-03,Cannada
Svetlana UKHNALYOVA,Justice for Victims of Corrupt Foreign Officials Regulations (JVCFOR),2017-11-03,Cannada
Natalya VINOGRADOVA,Justice for Victims of Corrupt Foreign Officials Regulations (JVCFOR),2017-11-03,Cannada
Paul MALONG AWAN,Justice for Victims of Corrupt Foreign Officials Regulations (JVCFOR),2017-11-03,Cannada
Malek Reuben RIAK RENGU,Justice for Victims of Corrupt Foreign Officials Regulations (JVCFOR),2017-11-03,Cannada
Michael MAKUEI LUETH,Justice for Victims of Corrupt Foreign Officials Regulations (JVCFOR),2017-11-03,Cannada
Maung Maung Soe,Justice for Victims of Corrupt Foreign Officials Regulations (JVCFOR),2018-02-16,Cannada
Mansour Othman ABAHUSSAIN,Justice for Victims of Corrupt Foreign Officials Regulations (JVCFOR),2018-11-29,Cannada
Naif Hassan ALARIFI,Justice for Victims of Corrupt Foreign Officials Regulations (JVCFOR),2018-11-29,Cannada
Fahad Shabib ALBALAWI,Justice for Victims of Corrupt Foreign Officials Regulations (JVCFOR),2018-11-29,Cannada
Meshal Saad ALBOSTANI,Justice for Victims of Corrupt Foreign Officials Regulations (JVCFOR),2018-11-29,Cannada
Thaar Ghaleb ALHARBI,Justice for Victims of Corrupt Foreign Officials Regulations (JVCFOR),2018-11-29,Cannada
Abdulaziz Mohammed ALHAWSAWI,Justice for Victims of Corrupt Foreign Officials Regulations (JVCFOR),2018-11-29,Cannada
Mustafa Mohammed ALMADANI,Justice for Victims of Corrupt Foreign Officials Regulations (JVCFOR),2018-11-29,Cannada
Badr Lafi ALOTAIBI,Justice for Victims of Corrupt Foreign Officials Regulations (JVCFOR),2018-11-29,Cannada
Khalid Aedh ALOTAIBI,Justice for Victims of Corrupt Foreign Officials Regulations (JVCFOR),2018-11-29,Cannada
Mohammad AL-OTAIBI,Justice for Victims of Corrupt Foreign Officials Regulations (JVCFOR),2018-11-29,Cannada
Saif Saad ALQAHTANI,Justice for Victims of Corrupt Foreign Officials Regulations (JVCFOR),2018-11-29,Cannada
Saud AL-QAHTANI,Justice for Victims of Corrupt Foreign Officials Regulations (JVCFOR),2018-11-29,Cannada
Turki Muserref ALSEHRI,Justice for Victims of Corrupt Foreign Officials Regulations (JVCFOR),2018-11-29,Cannada
Waleed Abdullah ALSEHRI,Justice for Victims of Corrupt Foreign Officials Regulations (JVCFOR),2018-11-29,Cannada
Mohammed Saad ALZAHRANI,Justice for Victims of Corrupt Foreign Officials Regulations (JVCFOR),2018-11-29,Cannada
Maher Abdulaziz MUTREB,Justice for Victims of Corrupt Foreign Officials Regulations (JVCFOR),2018-11-29,Cannada
Salah Mohammed TUBAIGY,Justice for Victims of Corrupt Foreign Officials Regulations (JVCFOR),2018-11-29,Cannada
Riad Toufic SALAMEH,Justice for Victims of Corrupt Foreign Officials Regulations (JVCFOR),2023-08-04,Cannada
Raja SALAMEH,Justice for Victims of Corrupt Foreign Officials Regulations (JVCFOR),2023-08-04,Cannada
Marianne Hoayek,Justice for Victims of Corrupt Foreign Officials Regulations (JVCFOR),2023-08-04,Cannada
Saeed MORTAZAVI,Justice for Victims of Corrupt Foreign Officials Regulations (JVCFOR),2023-12-07,Cannada
Mohammad BAKHSHI,Justice for Victims of Corrupt Foreign Officials Regulations (JVCFOR),2023-12-07,Cannada
Magomed Khozhakhmedovich DAUDOV,Justice for Victims of Corrupt Foreign Officials Regulations (JVCFOR),2023-12-07,Cannada
Apti Aronovich ALAUDINOV,Justice for Victims of Corrupt Foreign Officials Regulations (JVCFOR),2023-12-07,Cannada
Ayub Vakhaevich KATAEV,Justice for Victims of Corrupt Foreign Officials Regulations (JVCFOR),2023-12-07,Cannada
Abuzayed Dzhandarovich VISMURADOV,Justice for Victims of Corrupt Foreign Officials Regulations (JVCFOR),2023-12-07,Cannada
Min Aung HLAING,Justice for Victims of Corrupt Foreign Officials Regulations (JVCFOR),2023-12-07,Cannada
Vladimir Plahotniuc,Moldova,2023-05-30,Cannada
Ilan Mironovich Shor,Moldova,2023-05-30,Cannada
Vladimir Andronachi,Moldova,2023-05-30,Cannada
Veaceslav Platon,Moldova,2023-05-30,Cannada
Constantin Botnari,Moldova,2023-05-30,Cannada
Gheorghe Cavcaliuc,Moldova,2023-05-30,Cannada
Marina Tauber,Moldova,2023-05-30,Cannada
Aleksandr Valeryevich Kalinin,Moldova,2023-10-16,Cannada
Grigore Ivanovich Caramalac,Moldova,2023-10-16,Cannada
Vera Plahotniuc,Moldova,2023-10-16,Cannada
Valerii Klimenco,Moldova,2023-10-16,Cannada
Maria Albot,Moldova,2023-10-16,Cannada
Serghei Burgudji,Moldova,2023-10-16,Cannada
Igor Himici,Moldova,2023-10-16,Cannada
Tatiana Platon,Moldova,2023-10-16,Cannada
Corşicova Arina,Moldova,2023-10-16,Cannada
Than Shwe,Myanmar (Burma),2012-04-24,Cannada
Maung Aye,Myanmar (Burma),2012-04-24,Cannada
Khin Lay Thet,Myanmar (Burma),2012-04-24,Cannada
Aung Thet Mann,Myanmar (Burma),2012-04-24,Cannada
Toe Naing Mann,Myanmar (Burma),2012-04-24,Cannada
Zay Zin Latt,Myanmar (Burma),2012-04-24,Cannada
Tin Aung Myint Oo,Myanmar (Burma),2012-04-24,Cannada
Kyaw Win,Myanmar (Burma),2012-04-24,Cannada
Ye Myint,Myanmar (Burma),2012-04-24,Cannada
Tin Lin Myint,Myanmar (Burma),2012-04-24,Cannada
Aung Htwe,Myanmar (Burma),2012-04-24,Cannada
Maung Bo,Myanmar (Burma),2012-04-24,Cannada
Tin Naing Thein,Myanmar (Burma),2012-04-24,Cannada
Saw Tun,Myanmar (Burma),2012-04-24,Cannada
Chan Nyein,Myanmar (Burma),2012-04-24,Cannada
Zaw Min,Myanmar (Burma),2012-04-24,Cannada
Lun Thi,Myanmar (Burma),2012-04-24,Cannada
Hla Tun,Myanmar (Burma),2012-04-24,Cannada
Nyan Win,Myanmar (Burma),2012-04-24,Cannada
Kyaw Myint,Myanmar (Burma),2012-04-24,Cannada
Maung Oo,Myanmar (Burma),2012-04-24,Cannada
Saw Lwin,Myanmar (Burma),2012-04-24,Cannada
Soe Tha,Myanmar (Burma),2012-04-24,Cannada
Thaung,Myanmar (Burma),2012-04-24,Cannada
Thein Zaw,Myanmar (Burma),2012-04-24,Cannada
Kyaw Thu,Myanmar (Burma),2012-04-24,Cannada
Mya Oo,Myanmar (Burma),2012-04-24,Cannada
Myint Swe,Myanmar (Burma),2012-04-24,Cannada
Hsan Hsint,Myanmar (Burma),2012-04-24,Cannada
Than Sein,Myanmar (Burma),2012-04-24,Cannada
Tay Za,Myanmar (Burma),2012-04-24,Cannada
Thidar Zaw,Myanmar (Burma),2012-04-24,Cannada
Pye Phyo Tay Za,Myanmar (Burma),2012-04-24,Cannada
Thiha,Myanmar (Burma),2012-04-24,Cannada
Khin Shwe,Myanmar (Burma),2012-04-24,Cannada
Zay Thiha,Myanmar (Burma),2012-04-24,Cannada
Khin Nyunt,Myanmar (Burma),2012-04-24,Cannada
Khin Win Shwe,Myanmar (Burma),2012-04-24,Cannada
Aung Kyaw Zaw,Myanmar (Burma),2018-06-25,Cannada
Maung Maung Soe,Myanmar (Burma),2018-06-25,Cannada
Than Oo,Myanmar (Burma),2018-06-25,Cannada
Aung Aung,Myanmar (Burma),2018-06-25,Cannada
Khin Maung Soe,Myanmar (Burma),2018-06-25,Cannada
Thura San Lwin,Myanmar (Burma),2018-06-25,Cannada
Thant Zin Oo,Myanmar (Burma),2018-06-25,Cannada
Min Aung Hlaing,Myanmar (Burma),2021-02-18,Cannada
Soe Win,Myanmar (Burma),2021-02-18,Cannada
Sein Win,Myanmar (Burma),2021-02-18,Cannada
Soe Htut,Myanmar (Burma),2021-02-18,Cannada
Ye Aung,Myanmar (Burma),2021-02-18,Cannada
Mya Tun Oo,Myanmar (Burma),2021-02-18,Cannada
Tin Aung San,Myanmar (Burma),2021-02-18,Cannada
Aung Lin Dwe,Myanmar (Burma),2021-02-18,Cannada
Ye Win Oo,Myanmar (Burma),2021-02-18,Cannada
Maung Maung Kyaw,Myanmar (Burma),2021-05-14,Cannada
Moe Myint Tun,Myanmar (Burma),2021-05-14,Cannada
Than Hlaing,Myanmar (Burma),2021-05-14,Cannada
Thein Soe,Myanmar (Burma),2021-05-14,Cannada
Chit Naing,Myanmar (Burma),2021-05-14,Cannada
Mahn Nyein Maung,Myanmar (Burma),2021-05-14,Cannada
Thein Nyunt,Myanmar (Burma),2021-05-14,Cannada
Khin Maung Swe,Myanmar (Burma),2021-05-14,Cannada
Aye Nu Sein,Myanmar (Burma),2021-05-14,Cannada
Jeng Phang Naw Taung,Myanmar (Burma),2021-05-14,Cannada
Moung Har,Myanmar (Burma),2021-05-14,Cannada
Sai Lone Hsaing,Myanmar (Burma),2021-05-14,Cannada
Saw Daniel,Myanmar (Burma),2021-05-14,Cannada
Banya Aung Moe,Myanmar (Burma),2021-05-14,Cannada
Aung Pyae Sone,Myanmar (Burma),2021-05-14,Cannada
Khin Thiri Thet Mon,Myanmar (Burma),2021-05-14,Cannada
Thida Oo,Myanmar (Burma),2022-01-31,Cannada
Htun Htun Oo,Myanmar (Burma),2022-01-31,Cannada
U Tin Oo,Myanmar (Burma),2022-01-31,Cannada
Aung Hlaing Oo,Myanmar (Burma),2022-03-24,Cannada
Sit Taing Aung,Myanmar (Burma),2022-03-24,Cannada
Aung Moe Myint,Myanmar (Burma),2022-03-24,Cannada
Htun Aung,Myanmar (Burma),2022-03-24,Cannada
Zaw Min Tun,Myanmar (Burma),2022-12-07,Cannada
Maung Maung Ohn,Myanmar (Burma),2022-12-07,Cannada
Tun Tun Naung,Myanmar (Burma),2022-12-07,Cannada
Khin Maung Yi,Myanmar (Burma),2022-12-07,Cannada
Myo Myint Oo,Myanmar (Burma),2022-12-07,Cannada
Thaung Han,Myanmar (Burma),2022-12-07,Cannada
Win Shein,Myanmar (Burma),2022-12-07,Cannada
Ko Ko Lwin,Myanmar (Burma),2022-12-07,Cannada
Aung Soe,Myanmar (Burma),2022-12-07,Cannada
Zin Min Htet,Myanmar (Burma),2022-12-07,Cannada
Myo Thitsar,Myanmar (Burma),2022-12-07,Cannada
Htein Win,Myanmar (Burma),2023-01-27,Cannada
Htin Latt Oo,Myanmar (Burma),2023-01-27,Cannada
Than Hteik,Myanmar (Burma),2023-01-27,Cannada
Nyunt Win Swe,Myanmar (Burma),2023-01-27,Cannada
Phone Myat,Myanmar (Burma),2023-01-27,Cannada
Thet Pon,Myanmar (Burma),2023-01-27,Cannada
Maung Maung Aye,Myanmar (Burma),2023-10-27,Cannada
Myo Myint Aung,Myanmar (Burma),2023-10-27,Cannada
Toe Yi,Myanmar (Burma),2023-10-27,Cannada
U Aung Naing Oo,Myanmar (Burma),2023-10-27,Cannada
Ko Ko Oo,Myanmar (Burma),2023-10-27,Cannada
Kyaw Min Oo,Myanmar (Burma),2023-10-27,Cannada
Tun Min Latt,Myanmar (Burma),2023-10-27,Cannada
Khin Phyu Win,Myanmar (Burma),2023-10-27,Cannada
Win Min Soe,Myanmar (Burma),2023-10-27,Cannada
Maung Maung Naing,Myanmar (Burma),2023-10-27,Cannada
Aung Min,Myanmar (Burma),2023-10-27,Cannada
Kan Myint Than,Myanmar (Burma),2023-10-27,Cannada
Khin Maung Oo,Myanmar (Burma),2023-10-27,Cannada
Than Tun,Myanmar (Burma),2023-10-27,Cannada
Aung Saw Win,Myanmar (Burma),2023-10-27,Cannada
Soe Oo,Myanmar (Burma),2023-10-27,Cannada
Than Aung Kyaw,Myanmar (Burma),2023-10-27,Cannada
Tin Maung Swe,Myanmar (Burma),2023-10-27,Cannada
Than Soe,Myanmar (Burma),2023-10-27,Cannada
Myint Thein,Myanmar (Burma),2023-10-27,Cannada
Myint Oo,Myanmar (Burma),2023-10-27,Cannada
Aung Lwin Oo,Myanmar (Burma),2023-10-27,Cannada
Naing Htut Aung,Myanmar (Burma),2023-10-27,Cannada
Myo Min Oo,Myanmar (Burma),2023-10-27,Cannada
Myint Kyaing,Myanmar (Burma),2023-10-27,Cannada
Thet Khaing Win,Myanmar (Burma),2023-10-27,Cannada
Porel Aung Thein,Myanmar (Burma),2023-10-27,Cannada
Kyaw Swar Lin,Myanmar (Burma),2023-10-27,Cannada
Nyo Saw,Myanmar (Burma),2023-10-27,Cannada
Dwe Bu,Myanmar (Burma),2023-10-27,Cannada
Hmu Thang,Myanmar (Burma),2023-10-27,Cannada
Khun San Lwin,Myanmar (Burma),2023-10-27,Cannada
U Yan Kyaw,Myanmar (Burma),2023-10-27,Cannada
U Shwe Kyein,Myanmar (Burma),2023-10-27,Cannada
Wunna Maung Lwin,Myanmar (Burma),2023-10-27,Cannada
Ni Lin Aung,Myanmar (Burma),2023-10-27,Cannada
U Htoo Htet Tay Za,Myanmar (Burma),2023-10-27,Cannada
Thein Win Zaw,Myanmar (Burma),2023-10-27,Cannada
Myo Swe,Myanmar (Burma),2023-10-27,Cannada
Charlie Than,Myanmar (Burma),2024-10-25,Cannada
Ne Aung,Myanmar (Burma),2024-10-25,Cannada
Win Kyaw Kyaw Aung,Myanmar (Burma),2024-10-25,Cannada
Ba Shwe,Myanmar (Burma),2025-03-06,Cannada
Kan Zaw,Myanmar (Burma),2025-03-06,Cannada
Ko Ko Hlaing,Myanmar (Burma),2025-03-06,Cannada
Lu Mon,Myanmar (Burma),2025-03-06,Cannada
Aung Kyaw Tun,Myanmar (Burma),2025-03-06,Cannada
Aung Myaing,Myanmar (Burma),2025-03-06,Cannada
Ko Lay,Myanmar (Burma),2025-03-06,Cannada
Than Than Linn,Myanmar (Burma),2025-03-06,Cannada
Min Htut,Myanmar (Burma),2025-03-06,Cannada
Khun Thant Zaw Htoo,Myanmar (Burma),2025-03-06,Cannada
Moe Aung,Myanmar (Burma),2025-03-06,Cannada
Htin Kyaw Thu,Myanmar (Burma),2025-03-06,Cannada
Aung Kyaw Hoe,Myanmar (Burma),2025-03-06,Cannada
Gustavo Eduardo PORRAS Cortes,Nicaragua,2019-06-21,Cannada
Sonia CASTRO Gonzalez,Nicaragua,2019-06-21,Cannada
Orlando Jose CASTILLO Castillo,Nicaragua,2019-06-21,Cannada
Oscar Salvador MOJICA Obregon,Nicaragua,2019-06-21,Cannada
Rosario María MURILLO Zambrana,Nicaragua,2019-06-21,Cannada
Fidel Antonio MORENO Briones,Nicaragua,2019-06-21,Cannada
Francisco Javier DIAZ Madriz,Nicaragua,2019-06-21,Cannada
Nestor MONCADA Lau,Nicaragua,2019-06-21,Cannada
Laureano Facundo ORTEGA Murillo,Nicaragua,2019-06-21,Cannada
Ramón Antonio AVELLÁN Medal,Nicaragua,2021-07-14,Cannada
Luis Alberto PÉREZ Olivas,Nicaragua,2021-07-14,Cannada
Justo Pastor URBINA,Nicaragua,2021-07-14,Cannada
Juan Antonio VALLE Valle,Nicaragua,2021-07-14,Cannada
Ana Julia GUIDO De Romero,Nicaragua,2021-07-14,Cannada
Lumberto Ignacio CAMPBELL Hooker,Nicaragua,2021-07-14,Cannada
Iván Adolfo ACOSTA Montalván,Nicaragua,2021-07-14,Cannada
José Jorge MOJICA Mejía,Nicaragua,2021-07-14,Cannada
Marvin Ramiro AGUILAR García,Nicaragua,2021-07-14,Cannada
Wálmaro Antonio GUTIÉRREZ Mercado,Nicaragua,2021-07-14,Cannada
Fidel De Jesús DOMÍNGUEZ Alvárez,Nicaragua,2021-07-14,Cannada
