name,nationalities,date_of_listing,source
Alexey Vladimirovich SITNIKOV,Russia,2022-02-24,Cannada
Alexander Anatolievich SKACHKOV,Russia,2022-02-24,Cannada
Gennady Ivanovich SKLYAR,Russia,2022-02-24,Cannada
Andrei Vladimirovich SKOCH,Russia,2022-02-24,Cannada
Valery Stepanovich SKRUG,Russia,2022-02-24,Cannada
Viktor Vladimirovich SMIRNOV,Russia,2022-02-24,Cannada
Oleg Nikolaevich SMOLIN,Russia,2022-02-24,Cannada
Viktor Ivanovich SOBOLEV,Russia,2022-02-24,Cannada
Sergei Mikhailovich SOKOL,Russia,2022-02-24,Cannada
Sergey Anatolievich SOLOVYOV,Russia,2022-02-24,Cannada
Alexander Yurievich SPIRIDONOV,Russia,2022-02-24,Cannada
Mikhail Evgenievich STARSHINOV,Russia,2022-02-24,Cannada
Ekaterina Petrovna STENYAKINA,Russia,2022-02-24,Cannada
Renat Ismailovich SULEIMANOV,Russia,2022-02-24,Cannada
Ivan Konstantinovich SUKHAREV,Russia,2022-02-24,Cannada
Artur Borisovich TAYAMAZOV,Russia,2022-02-24,Cannada
Kazbek Kutsukovich TAYSAEV,Russia,2022-02-24,Cannada
Mikhail Vasilievich TARASENKO,Russia,2022-02-24,Cannada
Muslim Barisovich TATRIEV,Russia,2022-02-24,Cannada
Sergey Yurievich TEN,Russia,2022-02-24,Cannada
Alexander Vasilievich TERENTIEV,Russia,2022-02-24,Cannada
Mikhail Borisovich TERENTIEV,Russia,2022-02-24,Cannada
Roman Igorevich TERYUSHKOV,Russia,2022-02-24,Cannada
Alexander Pavlovich TETERDINKO,Russia,2022-02-24,Cannada
Petr Olegovich TOLSTOY,Russia,2022-02-24,Cannada
Andrey Fyodorovich TRIFONOV,Russia,2022-02-24,Cannada
Fedot Semyonovich TUMUSOV,Russia,2022-02-24,Cannada
Artyom Viktorovich TUROV,Russia,2022-02-24,Cannada
Larisa Nikolaevna TUTOVA,Russia,2022-02-24,Cannada
Rimma Amirovna UTYASHEVA,Russia,2022-02-24,Cannada
Oksana Nikolaevna FADINA,Russia,2022-02-24,Cannada
Airat Zakievich FARRAKHOV,Russia,2022-02-24,Cannada
Evgeny Alekseevich FEDOROV,Russia,2022-02-24,Cannada
Pavel Mikhailovich FEDYAEV,Russia,2022-02-24,Cannada
Vyacheslav Alexandrovich FETISOV,Russia,2022-02-24,Cannada
Irina Anatolievna FILATOVA,Russia,2022-02-24,Cannada
Vyacheslav Vasilievich FOMICHEV,Russia,2022-02-24,Cannada
Tamara Ivanovna FROLOVA,Russia,2022-02-24,Cannada
Biysultan Sultanbievich KHAMZAEV,Russia,2022-02-24,Cannada
Nikolai Mikhailovich KHARITONOV,Russia,2022-02-24,Cannada
Ekaterina Vladimirovna KHARCHENKO,Russia,2022-02-24,Cannada
Murat Ruslanovich KHASANOV,Russia,2022-02-24,Cannada
Galina Petrovna KHOVANSKAYA,Russia,2022-02-24,Cannada
Nikolai Grigorievich TSED,Russia,2022-02-24,Cannada
Elena Moiseevna TSUNAEVA,Russia,2022-02-24,Cannada
Nikita Yurievich CHAPLIN,Russia,2022-02-24,Cannada
Sergey Vladimirovich CHEPIKOV,Russia,2022-02-24,Cannada
Boris Alexandrovich CHERNYSHOV,Russia,2022-02-24,Cannada
Alexey Yurievich CHERNYAK,Russia,2022-02-24,Cannada
Sergey Viktorovich CHIZHOV,Russia,2022-02-24,Cannada
Vladimir Anatolievich SHAMANOV,Russia,2022-02-24,Cannada
Sergey Alexandrovich SHARGUNOV,Russia,2022-02-24,Cannada
Yury Nikolaevich SHVYTKIN,Russia,2022-02-24,Cannada
Mikhail Sergeevich SHEREMET,Russia,2022-02-24,Cannada
Anton Vladimirovich SHIPULIN,Russia,2022-02-24,Cannada
Nadezhda Vasilievna SHKOLKINA,Russia,2022-02-24,Cannada
Igor Nikolaevich SHUBIN,Russia,2022-02-24,Cannada
Vadim Nikolaevich SHUVALOV,Russia,2022-02-24,Cannada
Adalbi Lyulevich SHKHAGOSHEV,Russia,2022-02-24,Cannada
Mikhail Viktorovich SHCHAPOV,Russia,2022-02-24,Cannada
Nikolai Mikhailovich SHCHEGLOV,Russia,2022-02-24,Cannada
Alexander Vladimirovich SHCHERBAKOV,Russia,2022-02-24,Cannada
Alexander Andreevich YUSHCHENKO,Russia,2022-02-24,Cannada
Azat Ferdinandovich YAGAFAROV,Russia,2022-02-24,Cannada
Alexander Vladimirovich YAKUBOVSKY,Russia,2022-02-24,Cannada
Sergey Vasilievich YAKHNYUK,Russia,2022-02-24,Cannada
Yevgeny Viktorovich PRIGOZHIN,Russia,2022-02-24,Cannada
Lyubov Valentinova PRIGOZHINA,Russia,2022-02-24,Cannada
Polina Evgenievna PRIGOZHINA,Russia,2022-02-24,Cannada
Pavel Evgenyevich PRIGOZHIN,Russia,2022-02-24,Cannada
Kirill Alexandrovich DMITRIEV,Russia,2022-02-24,Cannada
Andrey Sergeevich PUCHKOV,Russia,2022-02-24,Cannada
Yuri Alekseyevich SOLOVYOV,Russia,2022-02-24,Cannada
Herman Oskarovich GREF,Russia,2022-02-24,Cannada
Aleksandr Aleksandrovich VEDYAKHIN,Russia,2022-02-24,Cannada
Ivan Igorevich SECHIN,Russia,2022-02-24,Cannada
Andrey Nikolaevich PATRUSHEV,Russia,2022-02-24,Cannada
Sergei Sergeivich IVANOV,Russia,2022-02-24,Cannada
Denis Aleksandrovich BORTNIKOV,Russia,2022-02-24,Cannada
Vladimir KIRIYENKO,Russia,2022-02-24,Cannada
Liliya Arkadyevna ROTENBERG,Russia,2022-02-24,Cannada
Pavel Arkedyevich ROTENBERG,Russia,2022-02-24,Cannada
Boris Borisovich ROTENBERG,Russia,2022-02-24,Cannada
Roman Borisovich ROTENBERG,Russia,2022-02-24,Cannada
Nikolai Petrovich TOKAREV,Russia,2022-02-24,Cannada
Dmitriy UTKIN,Russia,2022-02-24,Cannada
Karina ROTENBERG,Russia,2022-02-24,Cannada
Stanislav Sergeevich CHEMEZOV,Russia,2022-02-24,Cannada
Ekaterina Sergeevna IGNATOVA,Russia,2022-02-24,Cannada
Anastasiya Mikhailovna IGNATOVA,Russia,2022-02-24,Cannada
Galina TOKAREVA,Russia,2022-02-24,Cannada
Maya Nikolaevna BOLOTOVA,Russia,2022-02-24,Cannada
Galina ULYUTINA,Russia,2022-02-24,Cannada
Igor SHUVALOV,Russia,2022-02-24,Cannada
Petr Mikhailovich FRADKOV,Russia,2022-02-24,Cannada
Yury Borisovich SLYUSAR,Russia,2022-02-24,Cannada
Vladimir Vladimirovich PUTIN,Russia,2022-02-28,Cannada
Sergei Kuzhugetovich SHOIGU,Russia,2022-02-28,Cannada
Sergei Viktorovich LAVROV,Russia,2022-02-28,Cannada
Konstantin Anatolyevich CHUYCHENKO,Russia,2022-02-28,Cannada
Anton Germanovich SILUANOV,Russia,2022-02-28,Cannada
Anton Eduardovich VAINO,Russia,2022-02-28,Cannada
Mikhail Vladimirovich MISHUSTIN,Russia,2022-02-28,Cannada
Vladimir Alexandrovich KOLOKOLTSEV,Russia,2022-02-28,Cannada
Alexander Dmitryevich BEGLOV,Russia,2022-02-28,Cannada
Dmitry Anatolyevich MEDVEDEV,Russia,2022-02-28,Cannada
Yury Yakovlevich CHAIKA,Russia,2022-02-28,Cannada
Alexander Vladimirovich GUTSAN,Russia,2022-02-28,Cannada
Igor Anatolyevich KOMAROV,Russia,2022-02-28,Cannada
Anatoly Anatolyevich SERYSHEV,Russia,2022-02-28,Cannada
Sergei Semyonovich SOBYANIN,Russia,2022-02-28,Cannada
Yury Petrovich TRUTNEV,Russia,2022-02-28,Cannada
Vladimir Vladimirovich YAKUSHEV,Russia,2022-02-28,Cannada
Vladimir Ivanovich BULAVIN,Russia,2022-02-28,Cannada
Zeljko RUNJE,Russia,2022-03-04,Cannada
Didier CASIMIRO,Russia,2022-03-04,Cannada
Ilgam KUCHUKOV,Russia,2022-03-04,Cannada
Dina Rinatovna MALIKOVA,Russia,2022-03-04,Cannada
Valentin Gennadyevich MAMAEV,Russia,2022-03-04,Cannada
Andrey Aleksandrovich POLYAKOV,Russia,2022-03-04,Cannada
Khasan Kureyshevich TATRIEV,Russia,2022-03-04,Cannada
Alexey Borisovich MILLER,Russia,2022-03-04,Cannada
Irina Nikolayevna MILYUTINA,Russia,2022-03-04,Cannada
Oleg Yevgenyevich AKSYUTIN,Russia,2022-03-04,Cannada
Mikhail Albertovich MURASHKO,Russia,2022-03-06,Cannada
Dmitry Nikolayevich PATRUSHEV,Russia,2022-03-06,Cannada
Vladimir Rudolfovich SOLOVYOV,Russia,2022-03-06,Cannada
Margarita Simonovna SIMONYAN,Russia,2022-03-06,Cannada
Oleg Vladimirovich DERIPASKA,Russia,2022-03-06,Cannada
Pavel Vladimirovich KRASHENINNIKOV,Russia,2022-03-06,Cannada
Victor Evdokimovich GAVRILOV,Russia,2022-03-06,Cannada
Dmitry IVANOV,Russia,2022-03-06,Cannada
Konstantin Lvovich ERNST,Russia,2022-03-06,Cannada
Dmitry Sergeyevich PESKOV,Russia,2022-03-06,Cannada
Roman Arkadyevich ABRAMOVICH,Russia,2023-03-10,Cannada
Ella Aleksandrovna PAMFILOVA,Russia,2023-03-10,Cannada
Alisher Burkhanovich USMANOV,Russia,2023-03-10,Cannada
Elena Evgenievna MOROZOVA,Russia,2023-03-10,Cannada
Igor Vladimirovich YANCHUK,Russia,2023-03-10,Cannada
Dmitry Yuryevich GRIGORENKO,Russia,2022-03-14,Cannada
Maxim Gennadyevich RESHETNIKOV,Russia,2022-03-14,Cannada
Nikolai Anatolyevich YEVMENOV,Russia,2022-03-14,Cannada
Vladimir Lvovich KASATONOV,Russia,2022-03-14,Cannada
Igor Vladimirovich OSIPOV,Russia,2022-03-14,Cannada
Sergei Vladimirovich SUROVIKIN,Russia,2022-03-14,Cannada
Sergey Vladimirovich DRONOV,Russia,2022-03-14,Cannada
Sergey Mikhailovich PINCHUK,Russia,2022-03-14,Cannada
Arkadiy Yurevich ROMANOV,Russia,2022-03-14,Cannada
Andrei Olgertovich VOLOZHINSKY,Russia,2022-03-14,Cannada
Mikhail Yevgenyevich MIZINTSEV,Russia,2022-03-14,Cannada
Igor Yevgenyevich KONASHENKOV,Russia,2022-03-14,Cannada
Aleksandr Petrovich CHUPRIYAN,Russia,2022-03-14,Cannada
Dmitry Viktorovich KOCHNEV,Russia,2022-03-14,Cannada
Sergei Borisovich KOROLYOV,Russia,2022-03-14,Cannada
Alexander Konstantinovich AKIMOV,Russia,2022-03-23,Cannada
Anatoly Dmitriyevich ARTAMONOV,Russia,2022-03-23,Cannada
Elena Osipovna AVDEEVA,Russia,2022-03-23,Cannada
Ivan Nikolayevich ABRAMOV,Russia,2022-03-23,Cannada
Mikhail Alexandrovich AFANASOV,Russia,2022-03-23,Cannada
Mohmad Isayevich AKHMADOV,Russia,2022-03-23,Cannada
Oleg Alexandrovich ALEKSEEV,Russia,2022-03-23,Cannada
Sergei Petrovich ARENIN,Russia,2022-03-23,Cannada
Yelena Vladimirovna AFANASEVA,Russia,2022-03-23,Cannada
Yuri Viktorovich ARKHAROV,Russia,2022-03-23,Cannada
Alexander Davydovich BASHKIN,Russia,2022-03-23,Cannada
Alexander Yuryevich BRYKSIN,Russia,2022-03-23,Cannada
Andrey Alexanderovich BAZILEVSKY,Russia,2022-03-23,Cannada
Mikhail Vladimirovich BELOUSOV,Russia,2022-03-23,Cannada
Mukharbek Ojbertovich BARAKHOYEV,Russia,2022-03-23,Cannada
Sergei Vladimirovich BEREZKIN,Russia,2022-03-23,Cannada
Sergei Vyacheslavovich BEZDENEZHNYKH,Russia,2022-03-23,Cannada
Sergei Fateevich BRILKA,Russia,2022-03-23,Cannada
Viktor Nikolayevich BONDAREV,Russia,2022-03-23,Cannada
Vladimir Andreevich BEKETOV,Russia,2022-03-23,Cannada
Yegor Afanasyevich BORISOV,Russia,2022-03-23,Cannada
Yelena Vasilyevna BIBIKOVA,Russia,2022-03-23,Cannada
Andrey Vladimirovich CHERNYSHEV,Russia,2022-03-23,Cannada
Alexander Vladimirovich DVOINYKH,Russia,2022-03-23,Cannada
Konstantin Konstantinovich DOLGOV,Russia,2022-03-23,Cannada
Vadim Yevgenyevich DENGIN,Russia,2022-03-23,Cannada
Gennady Yegorovich EMELYANOV,Russia,2022-03-23,Cannada
Olga Nikolayevna EPIFANOVA,Russia,2022-03-23,Cannada
Arsen Suleimanovich FADZAYEV,Russia,2022-03-23,Cannada
Nikolai Vasilyevich FYODOROV,Russia,2022-03-23,Cannada
Yury Viktorovich FEDOROV,Russia,2022-03-23,Cannada
Airat Minerasokhovich GIBATDINOV,Russia,2022-03-23,Cannada
Alexander Vladislavovich GUSAKOVSKY,Russia,2022-03-23,Cannada
Denis Vladimirovich GUSEV,Russia,2022-03-23,Cannada
Dmitry Yurievich GORITSKY,Russia,2022-03-23,Cannada
Lilia Salavatovna GUMEROVA,Russia,2022-03-23,Cannada
Lyubov Nikolayevna GLEBOVA,Russia,2022-03-23,Cannada
Rimma Fedorovna GALUSHINA,Russia,2022-03-23,Cannada
Sergei Vasilyevich GORNYAKOV,Russia,2022-03-23,Cannada
Suleiman Sadulayevich GEREMEYEV,Russia,2022-03-23,Cannada
Svetlana Petrovna GORYACHEVA,Russia,2022-03-23,Cannada
Tatyana Anatolyevna GIGEL,Russia,2022-03-23,Cannada
Vladimir Philippovich GORODETSKIY,Russia,2022-03-23,Cannada
Eduard Vladimirovich ISAKOV,Russia,2022-03-23,Cannada
Sergey Pavlovich IVANOV,Russia,2022-03-23,Cannada
Vasily Nikolayevich IKONNIKOV,Russia,2022-03-23,Cannada
Aleksey Nikolayevich KONDRATENKO,Russia,2022-03-23,Cannada
Alexander Alexandrovich KARELIN,Russia,2022-03-23,Cannada
Alexander Bogdanovich KARLIN,Russia,2022-03-23,Cannada
Andrey Igorevich KISLOV,Russia,2022-03-23,Cannada
Andrey Arkadyevich KLIMOV,Russia,2022-03-23,Cannada
Andrey Viktorovich KUTEPOV,Russia,2022-03-23,Cannada
Arsen Bashirovich KANOKOV,Russia,2022-03-23,Cannada
Belan Bagaudinovich KHAMCHIEV,Russia,2022-03-23,Cannada
Dmitry Gennadyevich KUZMIN,Russia,2022-03-23,Cannada
Galina Nikolayevna KARELOVA,Russia,2022-03-23,Cannada
Grigory Borisovich KARASIN,Russia,2022-03-23,Cannada
Irina Andreevna KOZHANOVA,Russia,2022-03-23,Cannada
Krym Oliyevich KAZANOKOV,Russia,2022-03-23,Cannada
Maxim Gennadyevich KAVDZHARADZE,Russia,2022-03-23,Cannada
Murat Krym-Gerievich KHAPSIROKOV,Russia,2022-03-23,Cannada
Natalia Vladimirovna KOSYKHINA,Russia,2022-03-23,Cannada
Nikolai Fedorovich KONDRATYUK,Russia,2022-03-23,Cannada
Nina Germanovna KULIKOVSKIH,Russia,2022-03-23,Cannada
Oksana Vladimirovna KHLYAKINA,Russia,2022-03-23,Cannada
Olga Nikolaevna KHOKHLOVA,Russia,2022-03-23,Cannada
Olga Fedorovna KOVITIDI,Russia,2022-03-23,Cannada
Sergei Ivanovich KISLYAK,Russia,2022-03-23,Cannada
Sergey Viktorovich KALASHNIK,Russia,2022-03-23,Cannada
Sergey Nikolayevich KOLBIN,Russia,2022-03-23,Cannada
Suleiman Abusaidovich KERIMOV,Russia,2022-03-23,Cannada
Viktor Melkhiorovich KRESS,Russia,2022-03-23,Cannada
Vladimir Igorevich KOZHIN,Russia,2022-03-23,Cannada
Vladimir Kazimirovich KRAVCHENKO,Russia,2022-03-23,Cannada
Vladimir Igorevich KRUGLY,Russia,2022-03-23,Cannada
Grigory Petrovich LEDKOV,Russia,2022-03-23,Cannada
Sergei Nikolayevich LUKIN,Russia,2022-03-23,Cannada
Vladimir Albertovich LEBEDEV,Russia,2022-03-23,Cannada
Yulia Vikotrovna LAZUTKINA,Russia,2022-03-23,Cannada
Alexei Petrovich MAYOROV,Russia,2022-03-23,Cannada
Farit Mubarakshevich MUKHAMETSHIN,Russia,2022-03-23,Cannada
Igor Nikolayevich MOROZOV,Russia,2022-03-23,Cannada
Sergei Petrovich MIKHAILOV,Russia,2022-03-23,Cannada
Sergei Gerasimovich MITIN,Russia,2022-03-23,Cannada
Sergey Alexanderovich MARTYNOV,Russia,2022-03-23,Cannada
Sergey Nikolayevich MURATOV,Russia,2022-03-23,Cannada
Taimuraz Dzambekovich MAMSUROV,Russia,2022-03-23,Cannada
Alexander Vladimirovich NAROLIN,Russia,2022-03-23,Cannada
Alexander Nikolayevich NEKRASOV,Russia,2022-03-23,Cannada
Alexander Valeryevich NIKITIN,Russia,2022-03-23,Cannada
Alexander Vyacheslavovich NOVIUKHOV,Russia,2022-03-23,Cannada
Boris Alexandrovich NEVZOROV,Russia,2022-03-23,Cannada
Lyudmila Borisovna NARUSOVA,Russia,2022-03-23,Cannada
Viktor Feodosyevich NOVOZHILOV,Russia,2022-03-23,Cannada
Vyacheslav Vladimirovich NAGOVITSYN,Russia,2022-03-23,Cannada
Alexei Maratovich ORLOV,Russia,2022-03-23,Cannada
Anna Ivanovna OTKE,Russia,2022-03-23,Cannada
Dina Ivanovna OYUN,Russia,2022-03-23,Cannada
Gennady Ivanovich ORDENOV,Russia,2022-03-23,Cannada
Alexander Yuryevich PRONYUSHKIN,Russia,2022-03-23,Cannada
Dmitry Sergeyevich PERMINOV,Russia,2022-03-23,Cannada
Elena Vladimirovna PISAREVA,Russia,2022-03-23,Cannada
Igor Vladimirovich PANCHENKO,Russia,2022-03-23,Cannada
Irina Aleksandrovna PETINA,Russia,2022-03-23,Cannada
Margarita Nikolayevna PAVLOVA,Russia,2022-03-23,Cannada
Sergey Nikolayevich PERMINOV,Russia,2022-03-23,Cannada
Valery Andreevich PONOMAREV,Russia,2022-03-23,Cannada
Vladimir Vladimirovich POLETAYEV,Russia,2022-03-23,Cannada
Yelena Alekseevna PERMINOVA,Russia,2022-03-23,Cannada
Alexander Vasilyevich RAKITIN,Russia,2022-03-23,Cannada
Eduard Ergartovich ROSSEL,Russia,2022-03-23,Cannada
Grigoriy Alekseevich RAPOTA,Russia,2022-03-23,Cannada
Irina Valeryevna RUKAVISHNIKOVA,Russia,2022-03-23,Cannada
Sergey Nikolayevich RYABUKHIN,Russia,2022-03-23,Cannada
Akhmat Anzorovich SALPAGAROV,Russia,2022-03-23,Cannada
Alexander Alexandrovich SAVIN,Russia,2022-03-23,Cannada
Alexei Vladimirovich SINITSYN,Russia,2022-03-23,Cannada
Anatoly Ivanovich SHIROKOV,Russia,2022-03-23,Cannada
Andrei Anatolyevich SHEVCHENKO,Russia,2022-03-23,Cannada
Artem Gennadyevich SHEIKIN,Russia,2022-03-23,Cannada
Dmitry Vladimirovich SAVELYEV,Russia,2022-03-23,Cannada
Elena Borisovna SHUMILOVA,Russia,2022-03-23,Cannada
Evgeny Stepanovich SAVCHENKO,Russia,2022-03-23,Cannada
Galina Nikolayevna SOLODUN,Russia,2022-03-23,Cannada
Inna Yuryevna SVYATENKO,Russia,2022-03-23,Cannada
Lenar Rinatovich SAFIN,Russia,2022-03-23,Cannada
Lyudmila Nikolayevna SKAKOVSKAYA,Russia,2022-03-23,Cannada
Nikolai Petrovich SEMISOTOV,Russia,2022-03-23,Cannada
Tatiana Anatolyevna SAKHAROVA,Russia,2022-03-23,Cannada
Valery Vladimirovich SEMYONOV,Russia,2022-03-23,Cannada
Andrei Anatolyevich TURCHAK,Russia,2022-03-23,Cannada
Lyudmila Zaumovna TALABAYEVA,Russia,2022-03-23,Cannada
Oleg Polikarpovich TKACH,Russia,2022-03-23,Cannada
Oleg Vladimirovich TSEPKIN,Russia,2022-03-23,Cannada
Pavel Vladimirovich TARAKANOV,Russia,2022-03-23,Cannada
Peter Nikolayevich TULTAEV,Russia,2022-03-23,Cannada
Vyacheslav Stepanovich TIMCHENKO,Russia,2022-03-23,Cannada
Iliyas Magomed-Salamovich UMAKHANOV,Russia,2022-03-23,Cannada
Mukharby Magomedovich ULBASHEV,Russia,2022-03-23,Cannada
Valery Petrovich USATYUK,Russia,2022-03-23,Cannada
Alexander Alexandrovich VAINBERG,Russia,2022-03-23,Cannada
Alexander Georgiyevich VARFOLOMEEV,Russia,2022-03-23,Cannada
Alexander Gennadyevich VYSOKINSKY,Russia,2022-03-23,Cannada
Dmitry Yuryevich VASILENKO,Russia,2022-03-23,Cannada
Nikolay Nikolayevich VLADIMIROV,Russia,2022-03-23,Cannada
Valery Nikolayevich VASILYEV,Russia,2022-03-23,Cannada
Yuri Konstantinovich VALYAEV,Russia,2022-03-23,Cannada
Alexander Georgievich YAROSHUK,Russia,2022-03-23,Cannada
Andrei Nikolayevich YEPISHIN,Russia,2022-03-23,Cannada
Andrey Vladimirovich YATSKIN,Russia,2022-03-23,Cannada
Gennady Vladimirovich YAGUBOV,Russia,2022-03-23,Cannada
Irek Ishmukhametovich YALALOV,Russia,2022-03-23,Cannada
Alexander Arkadyevich ZHUKOV,Russia,2022-03-23,Cannada
Anastasia Gennadyevna ZHUKOVA,Russia,2022-03-23,Cannada
Bair Bayaskhalanovich ZHAMSUYEV,Russia,2022-03-23,Cannada
Igor Dmitriyevich ZUBAREV,Russia,2022-03-23,Cannada
Nikolai Andreevich ZHURAVLEV,Russia,2022-03-23,Cannada
Olga Sergeevna ZABRALOVA,Russia,2022-03-23,Cannada
Victor Victorovich ZOBNEV,Russia,2022-03-23,Cannada
Yelena Gennadyevna ZLENKO,Russia,2022-03-23,Cannada
Vladimir Olegovich POTANIN,Russia,2022-04-05,Cannada
Viktor Felixovich VEKSELBERG,Russia,2022-04-05,Cannada
Kirill Nikolayevich SHAMALOV,Russia,2022-04-05,Cannada
Igor Olegovich KOSTYUKOV,Russia,2022-04-05,Cannada
Dmitry Alexandrovich PUMPYANSKY,Russia,2022-04-05,Cannada
Galina Evgenyevna PUMPYANSKAYA,Russia,2022-04-05,Cannada
Vadim Nikolaevich MOSHKOVICH,Russia,2022-04-05,Cannada
Leonid Viktorovich MIKHELSON,Russia,2022-04-05,Cannada
Alexander Semenovich VINOKUROV,Russia,2022-04-05,Cannada
Petr Olegovich AVEN,Russia,2022-04-19,Cannada
Mikhail Maratovich FRIDMAN,Russia,2022-04-19,Cannada
Mikhail Safarbekovich GUTSERIEV,Russia,2022-04-19,Cannada
Elvira Sakhipzadovna NABIULLINA,Russia,2022-04-19,Cannada
Sergey ROLDUGIN,Russia,2022-04-19,Cannada
Alexander TORSHIN,Russia,2022-04-19,Cannada
German Borisovich KHAN,Russia,2022-04-19,Cannada
Alexander PONOMARENKO,Russia,2022-04-19,Cannada
Katerina Vladimirovna TIKHONOVA,Russia,2022-04-19,Cannada
Maria Vladimirovna VORONTSOVA,Russia,2022-04-19,Cannada
Maria Aleksandrovna LAVROVA,Russia,2022-04-19,Cannada
Yekaterina Sergeyevna VINOKUROVA,Russia,2022-04-19,Cannada
Vagit Yusufovich ALEKPEROV,Russia,2022-05-03,Cannada
Alexander Dmitrievich PUMPYANSKY,Russia,2022-05-03,Cannada
Sergey Alexandrovich KULIKOV,Russia,2022-05-03,Cannada
Andrey Andreevich GURYEV,Russia,2022-05-03,Cannada
Dmitri Alekseevich LEBEDEV,Russia,2022-05-03,Cannada
Viktor Filippovich RASHNIKOV,Russia,2022-05-03,Cannada
Alexey Viktorovich KUZMICHEV,Russia,2022-05-03,Cannada
Aleksandr Aleksandrovich MIKHEEV,Russia,2022-05-03,Cannada
Alexander Nikolayevich SHOKHIN,Russia,2022-05-03,Cannada
Marina Vladimirovna SECHINA,Russia,2022-05-03,Cannada
Daria Aleksandrovna DUGINA,Russia,2022-05-03,Cannada
Artur Aleksandrovich DUGIN,Russia,2022-05-03,Cannada
Pavel Alekseevich EZUBOV,Russia,2022-05-03,Cannada
Sergei Vladimirovich MATVIYENKO,Russia,2022-05-03,Cannada
Olga Konstantinovna DERGUNOVA,Russia,2022-05-03,Cannada
Valery Vacilyevich LUKYANENKO,Russia,2022-05-03,Cannada
Anatoly Yurievich PECHATNIKOV,Russia,2022-05-03,Cannada
Olga GOLODETS,Russia,2022-05-03,Cannada
Bella Ilyinichna ZLATKIS,Russia,2022-05-03,Cannada
Stanislav Konstantinovich KUZNETSOV,Russia,2022-05-03,Cannada
Boris Viktorovich OBNOSOV,Russia,2022-05-03,Cannada
Andrey Sergeyevich IVANAYEV,Russia,2022-05-06,Cannada
Igor Yurievich KOROTCHENKO,Russia,2022-05-06,Cannada
Andrey Ivanovich SYCHEVOY,Russia,2022-05-06,Cannada
Tatiana Viktorovna SHEVTSOVA,Russia,2022-05-06,Cannada
Maria Vladimirovna KITAYEVA,Russia,2022-05-06,Cannada
Rossiyana Vladimirovna MARKOVSKAYA,Russia,2022-05-06,Cannada
Andrey Nikolaevich SERDYUKOV,Russia,2022-05-06,Cannada
Valery Ivanovich FLYUSTIKOV,Russia,2022-05-06,Cannada
Timur Vadimovich IVANOV,Russia,2022-05-06,Cannada
Aleksander Pavlovich LAPIN,Russia,2022-05-06,Cannada
Ruslan Khadzhismelovich TSALIKOV,Russia,2022-05-06,Cannada
Gennady Valeryevich ZHIDKO,Russia,2022-05-06,Cannada
Sergey Analolievich KOGOGIN,Russia,2022-05-06,Cannada
Dmitry Evgenevich SHUGAEV,Russia,2022-05-06,Cannada
Azatbek Asanbekovich OMURBEKOV,Russia,2022-05-06,Cannada
Yunus-Bek Bamatgireyevich YEVKUROV,Russia,2022-05-06,Cannada
Sharip Sultanovich DELIMKHANOV,Russia,2022-05-06,Cannada
Alimbek Sultanovich DELIMKHANOV,Russia,2022-05-06,Cannada
Amkhad Sultanovich DELIMKHANOV,Russia,2022-05-06,Cannada
Oleg Valentinovich BELOZYOROV,Russia,2022-05-18,Cannada
Grigory Viktorovich BEREZKIN,Russia,2022-05-18,Cannada
Elena Petrovna TIMCHENKO,Russia,2022-05-18,Cannada
Farkhad AKHMEDOV,Russia,2022-05-18,Cannada
Igor Albertovich KESAEV,Russia,2022-05-18,Cannada
David Lvovich DAVIDOVICH,Russia,2022-05-18,Cannada
Andrey Valerievich RYUMIN,Russia,2022-05-18,Cannada
Dmitry Arkadievich MAZEPIN,Russia,2022-05-18,Cannada
Nikita Dmitryevich MAZEPIN,Russia,2022-05-18,Cannada
Ksenia Gennadevna FRANK,Russia,2022-05-18,Cannada
Gleb Sergeevich FRANK,Russia,2022-05-18,Cannada
Natalya BROWNING,Russia,2022-05-18,Cannada
Julia Alexandrovna MATVIYENKO,Russia,2022-05-18,Cannada
Alina Maratovna KABAEVA,Russia,2022-05-27,Cannada
Olga AYZIMAN,Russia,2022-05-27,Cannada
Elena Aleksandrovna GEORGIEVA,Russia,2022-05-27,Cannada
Larisa Mikhailovna FRIDMAN,Russia,2022-05-27,Cannada
Ekaterina FRIDMAN,Russia,2022-05-27,Cannada
Andrei KOZITSYN,Russia,2022-05-27,Cannada
Mikhail Lvovich KUCHMENT,Russia,2022-05-27,Cannada
Milana KOROLEVA,Russia,2022-05-27,Cannada
Anatoly Alexandrovich BRAVERMAN,Russia,2022-05-27,Cannada
Alexander Arnoldovich BRAVERMAN,Russia,2022-05-27,Cannada
Inna Yakovlevna BRAVERMAN,Russia,2022-05-27,Cannada
Mikhail Nikolaevich ROSSEEV,Russia,2022-05-27,Cannada
Vadim KULIK,Russia,2022-05-27,Cannada
Natalia Germanovna DIRKS,Russia,2022-05-27,Cannada
Maxim Dmitryevich KONDRATENKO,Russia,2022-05-27,Cannada
Erkin Rakhmatovich NOROV,Russia,2022-05-27,Cannada
Svyatoslav OSTROVSKY,Russia,2022-05-27,Cannada
Dmitry PIANOV,Russia,2022-05-27,Cannada
Sergey Alexandrovich MALTSEV,Russia,2022-05-27,Cannada
Kirill Alexandrovich TSAREV,Russia,2022-05-27,Cannada
